Escolaridad,Nivel Escolar,Ocupación,Ingreso,Cuenta de Nómina,Tarjeta de Débito,Tarjeta Dummy,Uso de Tarjeta,Bancos,BancoDummy,Tamaño de localidad,Región,RegionDummy,Genero,GeneroDummy,Edad
2,Primaria,trabajó por lo menos una hora,4000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,46
3,Secundaria.,trabajó por lo menos una hora,2000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,56
3,Secundaria.,trabajó por lo menos una hora,4400,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,57
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,Sí,No,0,0,Santander,4,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,35
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,4400,Sí,No,0,0,Banorte,3,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,No,Sí,1,1,Banco Azteca,8,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,25
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,36
8,Licenciatura o ingeniería (profesional),Es jubilada(o) o pensionada(o),0,Sí,Sí,1,0,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
2,Primaria,trabajó por lo menos una hora,6000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,42
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,37
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2800,No,Sí,1,8,BanCoppel,11,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,18
8,Licenciatura o ingeniería (profesional),buscó trabajo,1000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,37
6,Preparatoria o bachillerato,buscó trabajo,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,38
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,2,Citibanamex,1,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,50
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,18000,Sí,Sí,1,0,Banco Azteca,8,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,42
2,Primaria,trabajó por lo menos una hora,2000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,24
3,Secundaria.,trabajó por lo menos una hora,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
6,Preparatoria o bachillerato,Es estudiante,0,No,No,0,0,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,18
3,Secundaria.,trabajó por lo menos una hora,4310,No,Sí,1,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,24
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,33
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,19
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,46
0,Ninguno,Está incapacitada(o) permanentemente para trabajar,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,90
3,Secundaria.,trabajó por lo menos una hora,3000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
2,Primaria,trabajó por lo menos una hora,1200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,57
2,Primaria,buscó trabajo,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,38
2,Primaria,trabajó por lo menos una hora,3600,Sí,Sí,1,0,Santander,4,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,45
3,Secundaria.,trabajó por lo menos una hora,3600,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,54
2,Primaria,trabajó por lo menos una hora,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,48
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
3,Secundaria.,trabajó por lo menos una hora,4000,Sí,Sí,1,0,BanCoppel,11,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
3,Secundaria.,trabajó por lo menos una hora,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,38
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,57
2,Primaria,trabajó por lo menos una hora,7800,Sí,Sí,1,0,Banorte,3,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,62
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,7200,No,Sí,1,0,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,19
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,20
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,600,No,Sí,1,0,BanCoppel,11,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,42
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,76
3,Secundaria.,trabajó por lo menos una hora,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,21
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,25
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
7,Estudios técnicos con preparatoria terminada.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,72
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,72
3,Secundaria.,trabajó por lo menos una hora,8400,No,Sí,1,7,BanCoppel,11,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,36
7,Estudios técnicos con preparatoria terminada.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,46
6,Preparatoria o bachillerato,trabajó por lo menos una hora,16000,No,Sí,1,1,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,28
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,32
2,Primaria,trabajó por lo menos una hora,8000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,51
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,18
2,Primaria,trabajó por lo menos una hora,4800,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,35
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4300,No,Sí,1,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,18
2,Primaria,trabajó por lo menos una hora,200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,71
3,Secundaria.,No trabajó,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,56
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,7000,Sí,Sí,1,0,Banorte,3,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,80
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,65
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,59
3,Secundaria.,trabajó por lo menos una hora,1800,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
3,Secundaria.,trabajó por lo menos una hora,7000,Sí,Sí,1,6,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,2,BanCoppel,11,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,73
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,66
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,5000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,29
3,Secundaria.,trabajó por lo menos una hora,5200,Sí,Sí,1,0,Otros bancos,10,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,60
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3600,No,No,0,0,Citibanamex,1,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,18
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,5000,Sí,Sí,1,3,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,33
2,Primaria,trabajó por lo menos una hora,1000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,83
2,Primaria,trabajó por lo menos una hora,4000,No,Sí,1,0,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,66
9,Maestría o doctorado,trabajó por lo menos una hora,25000,Sí,Sí,1,30,BBVA,2,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,35
2,Primaria,trabajó por lo menos una hora,4000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,57
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,9000,No,No,0,0,Citibanamex,1,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,28
3,Secundaria.,trabajó por lo menos una hora,12000,Sí,Sí,1,2,Otros bancos,10,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,42
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,8000,Sí,Sí,1,0,Banorte,3,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,54
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,33
6,Preparatoria o bachillerato,trabajó por lo menos una hora,10000,Sí,Sí,1,0,Santander,4,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,50
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,56
3,Secundaria.,trabajó por lo menos una hora,7200,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,43
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,51
3,Secundaria.,trabajó por lo menos una hora,3000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5200,No,Sí,1,0,Banco Azteca,8,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,23
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5800,Sí,Sí,1,2,Santander,4,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,22
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,6000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,13000,Sí,Sí,1,15,Banco Azteca,8,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
3,Secundaria.,trabajó por lo menos una hora,4000,Sí,Sí,1,0,Citibanamex,1,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,56
6,Preparatoria o bachillerato,trabajó por lo menos una hora,1800,No,Sí,1,0,BanCoppel,11,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,33
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,No,Sí,1,2,Citibanamex,1,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,42
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,59
3,Secundaria.,trabajó por lo menos una hora,4800,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,44
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2800,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,19
6,Preparatoria o bachillerato,trabajó por lo menos una hora,13600,No,,,0,0,0,2 500 a 14 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,31
8,Licenciatura o ingeniería (profesional),Está incapacitada(o) permanentemente para trabajar,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,56
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,38
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,1000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,27
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,No,0,0,Santander,4,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,43
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,Sí,Sí,1,7,Santander,4,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,41
3,Secundaria.,trabajó por lo menos una hora,4800,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,49
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,No,Sí,1,20,Otros bancos,10,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,15 000 a 99 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,48
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,Sí,Sí,1,2,BBVA,2,15 000 a 99 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,39
4,Estudios técnicos con secundaria terminada,trabajó por lo menos una hora,500,No,Sí,1,0,Banorte,3,15 000 a 99 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,53
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,No,,,0,0,0,15 000 a 99 999 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,31
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,120,No,Sí,1,0,HSBC,6,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,72
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,2,BanCoppel,11,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,35
2,Primaria,No trabajó,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,72
3,Secundaria.,trabajó por lo menos una hora,8000,No,Sí,1,0,BanCoppel,11,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,23
2,Primaria,trabajó por lo menos una hora,2400,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,58
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,60
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,36
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,30000,Sí,Sí,1,15,Banorte,3,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,62
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,67
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
